SIGNGU_CD,EMDL_CD,CLL,HMNO,VCNO,ADRES_NM,HOUSE_TYPE,HSMP_NM,BILDNG_YR,FLR,XUAR,CNTRCT_YM,CNTRCT_DE,TRNS_CLSF,TRAMT,ASSRNC_AMT,MTHT_AMT,NRB_SWST_NM,NRB_SWST_DSTNC,SIGUNGU_CD,CNTCT_DE,NRB_SWST_DIST
28185,10100,1,248,17,인천광역시 연수구 옥련동 248-17,연립다세대,양지빌라(248-17),1991,2,35.84,202407,24,월세,0,500,40,송도역,441.6,,,
28185,10100,1,267,10,인천광역시 연수구 옥련동 267-10,연립다세대,대림하이츠타운(267-10),2001,2,39.4,202407,15,월세,0,500,55,송도역,178.9,,,
28185,10100,1,637,1,인천광역시 연수구 옥련동 637-1,아파트,현대4,1997,14,59.99,202407,27,월세,0,2000,71,송도역,457.5,,,
28185,10200,1,31,3,인천광역시 연수구 선학동 31-3,연립다세대,향모빌딩,2011,2,16.59,202407,6,월세,0,300,37,문학경기장역,100,,,
28185,10200,1,340,0,인천광역시 연수구 선학동 340,아파트,"태산,대진.정광아파트",1991,2,64.38,202407,22,월세,0,2000,60,선학역,407.2,,,
28185,10200,1,352,0,인천광역시 연수구 선학동 352,아파트,뉴서울,1992,15,84.53,202407,1,월세,0,2000,130,선학역,82.7,,,
28185,10200,1,387,0,인천광역시 연수구 선학동 387,아파트,윤성,1995,3,84.93,202407,6,월세,0,3000,90,선학역,343,,,
28185,10200,1,391,1,인천광역시 연수구 선학동 391-1,연립다세대,아름빌라(14동),1994,3,37.54,202407,28,월세,0,300,45,선학역,302.3,,,
28185,10200,1,398,4,인천광역시 연수구 선학동 398-4,연립다세대,"우미마을(가,나)동",1995,3,59.77,202407,1,월세,0,1000,65,선학역,171.7,,,
28185,10200,1,399,7,인천광역시 연수구 선학동 399-7,연립다세대,이레빌,2011,4,15.82,202407,6,월세,0,300,42,선학역,103.2,,,
28185,10200,1,400,4,인천광역시 연수구 선학동 400-4,연립다세대,선학마을2동,1996,2,32.48,202407,4,월세,0,500,55,선학역,149.9,,,
28185,10200,1,442,0,인천광역시 연수구 선학동 442,아파트,한화포레나인천연수,2023,8,84.71,202407,3,월세,0,3000,135,문학경기장역,288.4,,,
28185,10300,1,532,0,인천광역시 연수구 연수동 532,아파트,경남,1993,2,84.94,202407,2,월세,0,2000,90,신연수,1.9,,,
28185,10300,1,532,0,인천광역시 연수구 연수동 532,아파트,대림,1993,10,62.48,202407,9,월세,0,2000,90,신연수,1.9,,,
28185,10300,1,533,0,인천광역시 연수구 연수동 533,아파트,연수주공2차,1992,12,49.94,202407,20,월세,0,1000,60,신연수,185.2,,,
28185,10300,1,533,0,인천광역시 연수구 연수동 533,아파트,연수주공2차,1992,13,41.3,202407,16,월세,0,1000,53,신연수,185.2,,,
28185,10300,1,533,0,인천광역시 연수구 연수동 533,아파트,연수주공2차,1992,2,41.3,202407,2,월세,0,8000,25,신연수,185.2,,,
28185,10300,1,533,0,인천광역시 연수구 연수동 533,아파트,연수주공2차,1992,2,49.94,202407,24,월세,0,1000,70,신연수,185.2,,,
28185,10300,1,533,0,인천광역시 연수구 연수동 533,아파트,연수주공2차,1992,6,49.94,202407,31,월세,0,1000,55,신연수,185.2,,,
28185,10300,1,535,2,인천광역시 연수구 연수동 535-2,아파트,태경,1992,4,84.95,202407,8,월세,0,2000,90,연수역,453.9,,,
28185,10300,1,535,2,인천광역시 연수구 연수동 535-2,아파트,태경,1992,5,84.95,202407,1,월세,0,1000,90,연수역,453.9,,,
28185,10300,1,538,0,인천광역시 연수구 연수동 538,아파트,성일,1994,1,59.75,202407,27,월세,0,2000,65,연수역,492.5,,,
28185,10300,1,538,0,인천광역시 연수구 연수동 538,아파트,성일,1994,8,59.75,202407,19,월세,0,2000,70,연수역,492.5,,,
28185,10300,1,540,0,인천광역시 연수구 연수동 540,아파트,문남마을,1994,3,49.24,202407,2,월세,0,13000,5,연수역,358.8,,,
28185,10300,1,576,0,인천광역시 연수구 연수동 576,아파트,태산,1993,1,84.56,202407,6,월세,0,2000,100,연수역,248.8,,,
28185,10300,1,578,1,인천광역시 연수구 연수동 578-1,아파트,세경,1997,7,51.75,202407,4,월세,0,1000,70,연수역,198.5,,,
28185,10300,1,578,2,인천광역시 연수구 연수동 578-2,아파트,주공3,1993,11,44.66,202407,31,월세,0,3000,50,원인재역,70.7,,,
28185,10300,1,578,2,인천광역시 연수구 연수동 578-2,아파트,주공3,1993,12,44.66,202407,30,월세,0,500,70,원인재역,70.7,,,
28185,10300,1,578,2,인천광역시 연수구 연수동 578-2,아파트,주공3,1993,13,44.66,202407,17,월세,0,500,65,원인재역,70.7,,,
28185,10300,1,578,2,인천광역시 연수구 연수동 578-2,아파트,주공3,1993,15,44.66,202407,2,월세,0,1000,55,원인재역,70.7,,,
28185,10300,1,578,2,인천광역시 연수구 연수동 578-2,아파트,주공3,1993,6,44.66,202407,27,월세,0,1000,60,원인재역,70.7,,,
28185,10300,1,578,2,인천광역시 연수구 연수동 578-2,아파트,주공3,1993,8,44.66,202407,24,월세,0,4000,40,원인재역,70.7,,,
28185,10300,1,582,2,인천광역시 연수구 연수동 582-2,아파트,솔밭마을아파트,1993,13,49.56,202407,3,월세,0,1000,60,원인재역,0.9,,,
28185,10300,1,582,2,인천광역시 연수구 연수동 582-2,아파트,솔밭마을아파트,1993,15,49.56,202407,1,월세,0,4000,60,원인재역,0.9,,,
28185,10300,1,582,2,인천광역시 연수구 연수동 582-2,아파트,"승기마을,연수1차시영",1992,15,50.67,202407,24,월세,0,10000,33,원인재역,0.9,,,
28185,10300,1,582,2,인천광역시 연수구 연수동 582-2,아파트,"승기마을,연수1차시영",1992,3,50.67,202407,12,월세,0,2000,70,원인재역,0.9,,,
28185,10300,1,582,2,인천광역시 연수구 연수동 582-2,아파트,"승기마을,연수1차시영",1992,4,26.82,202407,1,월세,0,2000,15,원인재역,0.9,,,
28185,10300,1,592,6,인천광역시 연수구 연수동 592-6,오피스텔,만인타워오피스텔,2003,8,31.87,202407,23,월세,0,500,35,연수역,87.2,,,
28185,10300,1,593,8,인천광역시 연수구 연수동 593-8,오피스텔,메카리움,2003,5,28.4,202407,18,월세,0,500,30,연수역,140.6,,,
28185,10300,1,593,9,인천광역시 연수구 연수동 593-9,오피스텔,파티마오피스텔,2002,6,10.66,202407,17,월세,0,40,32,연수역,129.1,,,
28185,10300,1,597,3,인천광역시 연수구 연수동 597-3,오피스텔,메카,2003,8,29.11,202407,5,월세,0,500,40,연수역,350.1,,,
28185,10300,1,634,0,인천광역시 연수구 연수동 634,아파트,우성2,1995,1,40.5,202407,15,월세,0,1000,65,원인재역,1.5,,,
28185,10300,1,634,0,인천광역시 연수구 연수동 634,아파트,우성2,1995,17,59.59,202407,25,월세,0,2000,90,원인재역,1.5,,,
28185,10500,1,928,0,인천광역시 연수구 동춘동 928,아파트,현대1,1993,3,84.97,202407,9,월세,0,3000,75,동춘,126.2,,,
28185,10500,1,929,0,인천광역시 연수구 동춘동 929,아파트,풍림2,1993,10,45.36,202407,12,월세,0,1000,70,동막역,1.6,,,
28185,10500,1,929,0,인천광역시 연수구 동춘동 929,아파트,풍림2,1993,10,45.36,202407,27,월세,0,1000,60,동막역,1.6,,,
28185,10500,1,929,0,인천광역시 연수구 동춘동 929,아파트,풍림2,1993,2,45.36,202407,4,월세,0,1000,80,동막역,1.6,,,
28185,10500,1,929,0,인천광역시 연수구 동춘동 929,아파트,풍림2,1993,6,45.36,202407,3,월세,0,1000,80,동막역,1.6,,,
28185,10500,1,932,0,인천광역시 연수구 동춘동 932,아파트,한양2,1994,2,68.36,202407,12,월세,0,10000,50,동춘,349.5,,,
28185,10500,1,932,0,인천광역시 연수구 동춘동 932,아파트,한양2,1994,4,84.97,202407,12,월세,0,2000,100,동춘,349.5,,,
28185,10500,1,932,0,인천광역시 연수구 동춘동 932,아파트,한양2,1994,5,68.36,202407,3,월세,0,1000,80,동춘,349.5,,,
28185,10500,1,943,0,인천광역시 연수구 동춘동 943,아파트,동남,1994,11,52.14,202407,13,월세,0,1000,67,동막역,365.1,,,
28185,10500,1,943,0,인천광역시 연수구 동춘동 943,아파트,동남,1994,3,52.14,202407,19,월세,0,13000,10,동막역,365.1,,,
28185,10500,1,943,0,인천광역시 연수구 동춘동 943,아파트,동남,1994,5,52.14,202407,19,월세,0,1500,67,동막역,365.1,,,
28185,10500,1,943,0,인천광역시 연수구 동춘동 943,아파트,동남,1994,6,52.14,202407,21,월세,0,1000,75,동막역,365.1,,,
28185,10500,1,943,0,인천광역시 연수구 동춘동 943,아파트,동남,1994,8,52.14,202407,6,월세,0,2000,75,동막역,365.1,,,
28185,10600,1,3,44,인천광역시 연수구 송도동 3-44,아파트,송도한진해모로,2006,13,84.96,202407,6,월세,0,3000,140,캠퍼스타운역,31.1,,,
28185,10600,1,8,20,인천광역시 연수구 송도동 8-20,오피스텔,송도 캐슬 센트럴파크,2019,14,26.27,202407,2,월세,0,500,55,인천대입구역,170.1,,,
28185,10600,1,8,20,인천광역시 연수구 송도동 8-20,오피스텔,송도 캐슬 센트럴파크,2019,4,23.72,202407,17,월세,0,500,85,인천대입구역,170.1,,,
28185,10600,1,8,20,인천광역시 연수구 송도동 8-20,오피스텔,송도 캐슬 센트럴파크,2019,7,27.1,202407,4,월세,0,500,70,인천대입구역,170.1,,,
28185,10600,1,8,23,인천광역시 연수구 송도동 8-23,오피스텔,송도지웰푸르지오시티,2019,10,75.97,202407,5,월세,0,1000,150,인천대입구역,253.8,,,
28185,10600,1,8,23,인천광역시 연수구 송도동 8-23,오피스텔,송도지웰푸르지오시티,2019,13,75.97,202407,1,월세,0,2000,140,인천대입구역,253.8,,,
28185,10600,1,8,23,인천광역시 연수구 송도동 8-23,오피스텔,송도지웰푸르지오시티,2019,4,25.77,202407,4,월세,0,500,80,인천대입구역,253.8,,,
28185,10600,1,8,23,인천광역시 연수구 송도동 8-23,오피스텔,송도지웰푸르지오시티,2019,7,25.77,202407,18,월세,0,500,75,인천대입구역,253.8,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,10,19.32,202407,25,월세,0,500,67,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,10,22.57,202407,11,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,10,23.01,202407,12,월세,0,500,67,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,10,27.76,202407,12,월세,0,1000,80,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,10,28.81,202407,13,월세,0,1000,80,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,11,19.75,202407,29,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,12,22.14,202407,1,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,16,18.47,202407,19,월세,0,2000,41,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,16,22.14,202407,25,월세,0,500,60,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,16,22.57,202407,19,월세,0,500,67,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,16,23.01,202407,18,월세,0,13000,9,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,18,18.65,202407,15,월세,0,500,68,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,18,19.32,202407,7,월세,0,500,65,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,18,23.5,202407,13,월세,0,3000,55,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,22,22.57,202407,13,월세,0,1000,68,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,22,23.5,202407,6,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,22,27.76,202407,9,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,23,18.5,202407,1,월세,0,500,63,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,23,23.01,202407,19,월세,0,500,66,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,25,22.76,202407,30,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,27,23.01,202407,15,월세,0,13700,7,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,29,22.14,202407,6,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,29,22.14,202407,9,월세,0,4000,31,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,31,23.01,202407,6,월세,0,500,75,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,31,23.01,202407,15,월세,0,13650,3,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,32,23.01,202407,20,월세,0,8500,24,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,35,19.75,202407,6,월세,0,500,65,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,35,22.69,202407,12,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,38,28.81,202407,18,월세,0,500,90,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,41,18.01,202407,31,월세,0,10500,10,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,8,23.5,202407,6,월세,0,500,70,인천대입구역,61.3,,,
28185,10600,1,8,37,인천광역시 연수구 송도동 8-37,오피스텔,롯데몰 송도 캐슬파크,2019,9,27.76,202407,3,월세,0,1000,61,인천대입구역,61.3,,,
28185,10600,1,9,31,인천광역시 연수구 송도동 9-31,아파트,송도웰카운티1단지,2008,12,84.96,202407,17,월세,0,3000,170,지식정보단지역,24.2,,,
28185,10600,1,9,31,인천광역시 연수구 송도동 9-31,아파트,송도웰카운티1단지,2008,2,101.99,202407,24,월세,0,2000,190,지식정보단지역,24.2,,,
28185,10600,1,9,31,인천광역시 연수구 송도동 9-31,아파트,송도웰카운티1단지,2008,6,119.91,202407,3,월세,0,5000,175,지식정보단지역,24.2,,,
28185,10600,1,10,30,인천광역시 연수구 송도동 10-30,아파트,송도SK뷰센트럴,2020,23,84.66,202407,12,월세,0,3500,175,인천대입구역,286.1,,,
28185,10600,1,10,30,인천광역시 연수구 송도동 10-30,오피스텔,송도 SK뷰 센트럴,2020,16,30.08,202407,8,월세,0,500,33,인천대입구역,286.1,,,
28185,10600,1,10,30,인천광역시 연수구 송도동 10-30,오피스텔,송도 SK뷰 센트럴,2020,8,28.94,202407,30,월세,0,500,75,인천대입구역,286.1,,,
28185,10600,1,23,3,인천광역시 연수구 송도동 23-3,아파트,더샵센트럴파크1,2010,16,106.93,202407,5,월세,0,15000,180,센트럴파크역,371.8,,,
28185,10600,1,23,3,인천광역시 연수구 송도동 23-3,아파트,더샵센트럴파크1,2010,20,77.14,202407,6,월세,0,5000,140,센트럴파크역,371.8,,,
28185,10600,1,23,3,인천광역시 연수구 송도동 23-3,아파트,더샵센트럴파크1,2010,24,115.16,202407,29,월세,0,4000,350,센트럴파크역,371.8,,,
28185,10600,1,23,3,인천광역시 연수구 송도동 23-3,아파트,더샵센트럴파크1,2010,31,106.93,202407,11,월세,0,28000,100,센트럴파크역,371.8,,,
28185,10600,1,23,3,인천광역시 연수구 송도동 23-3,아파트,더샵센트럴파크1,2010,42,96.32,202407,2,월세,0,5000,200,센트럴파크역,371.8,,,
28185,10600,1,23,4,인천광역시 연수구 송도동 23-4,아파트,더샵센트럴파크2,2011,19,104.74,202407,17,월세,0,10000,250,센트럴파크역,415.2,,,
28185,10600,1,30,1,인천광역시 연수구 송도동 30-1,아파트,디에트르송도시그니처뷰,2023,3,114.98,202407,13,월세,0,20000,140,송도달빛축제공원역,144.1,,,
28185,10600,1,30,1,인천광역시 연수구 송도동 30-1,아파트,디에트르송도시그니처뷰,2023,4,84.95,202407,11,월세,0,3000,200,송도달빛축제공원역,144.1,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,13,59.93,202407,1,월세,0,1000,140,국제업무지구역,33.5,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,14,59.93,202407,19,월세,0,2000,130,국제업무지구역,33.5,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,25,59.93,202407,10,월세,0,2000,120,국제업무지구역,33.5,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,26,59.9,202407,11,월세,0,10000,69,국제업무지구역,33.5,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,29,59.9,202407,17,월세,0,2000,125,국제업무지구역,33.5,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,5,59.9,202407,16,월세,0,2000,120,국제업무지구역,33.5,,,
28185,10600,1,30,2,인천광역시 연수구 송도동 30-2,오피스텔,힐스테이트 송도 더스카이,2024,50,59.93,202407,9,월세,0,2000,155,국제업무지구역,33.5,,,
28185,10600,1,33,1,인천광역시 연수구 송도동 33-1,아파트,송도아트윈푸르지오,2015,49,84.97,202407,26,월세,0,2800,150,센트럴파크역,17.8,,,
28185,10600,1,33,1,인천광역시 연수구 송도동 33-1,오피스텔,오피스텔,2015,11,28.14,202407,18,월세,0,500,65,센트럴파크역,17.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,14,25.78,202407,13,월세,0,500,60,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,11,30.09,202407,20,월세,0,500,85,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,16,25.78,202407,11,월세,0,500,65,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,18,30.09,202407,10,월세,0,500,95,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,25,25.78,202407,27,월세,0,1300,58,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,25,30.31,202407,25,월세,0,500,80,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,26,25.78,202407,10,월세,0,500,65,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,5,25.78,202407,16,월세,0,11700,6,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,6,25.78,202407,17,월세,0,500,65,센트럴파크역,211.8,,,
28185,10600,1,83,0,인천광역시 연수구 송도동 83,오피스텔,송도센트럴파크 푸르지오 시티,2015,6,30.31,202407,14,월세,0,1000,75,센트럴파크역,211.8,,,
28185,10600,1,92,0,인천광역시 연수구 송도동 92,아파트,더샵송도센트럴파크Ⅲ,2022,23,80.05,202407,4,월세,0,5000,200,인천대입구역,120.4,,,
28185,10600,1,100,0,인천광역시 연수구 송도동 100,아파트,송도더샵퍼스트파크F13-1BL,2017,11,68.72,202407,14,월세,0,10000,125,센트럴파크역,403.1,,,
28185,10600,1,100,0,인천광역시 연수구 송도동 100,아파트,송도더샵퍼스트파크F13-1BL,2017,33,84.94,202407,13,월세,0,30000,70,센트럴파크역,403.1,,,
28185,10600,1,101,0,인천광역시 연수구 송도동 101,아파트,송도더샵퍼스트파크F14BL,2017,12,68.72,202407,13,월세,0,20000,70,인천대입구역,341.3,,,
28185,10600,1,102,0,인천광역시 연수구 송도동 102,아파트,송도더샵퍼스트파크F15BL,2017,36,59.98,202407,24,월세,0,3000,150,인천대입구역,186.7,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,17,34.68,202407,10,월세,0,15500,9,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,아파트,롯데캐슬캠퍼스타운,2016,10,59.74,202407,9,월세,0,21000,100,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,아파트,롯데캐슬캠퍼스타운,2016,18,84.58,202407,16,월세,0,25000,65,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,아파트,롯데캐슬캠퍼스타운,2016,24,59.74,202407,11,월세,0,3000,150,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,아파트,롯데캐슬캠퍼스타운,2016,34,101.31,202407,6,월세,0,49000,20,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,아파트,롯데캐슬캠퍼스타운,2016,42,59.74,202407,14,월세,0,10000,100,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,아파트,롯데캐슬캠퍼스타운,2016,47,101.31,202407,6,월세,0,10000,180,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,10,34.68,202407,19,월세,0,15500,5,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,11,34.55,202407,16,월세,0,2000,70,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,12,34.55,202407,1,월세,0,500,52,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,13,33.34,202407,18,월세,0,15500,10,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,13,34.55,202407,15,월세,0,1000,75,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,14,34.68,202407,25,월세,0,500,80,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,15,34.55,202407,4,월세,0,1000,75,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,15,34.55,202407,16,월세,0,3000,60,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,15,34.68,202407,11,월세,0,1000,70,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,19,34.68,202407,8,월세,0,3000,54,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,21,34.68,202407,2,월세,0,3000,60,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,22,34.68,202407,28,월세,0,3000,60,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,23,34.68,202407,12,월세,0,9500,45,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,25,34.68,202407,28,월세,0,1000,72,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,27,34.68,202407,12,월세,0,15500,5,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,34,34.68,202407,6,월세,0,15000,10,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,34,34.68,202407,9,월세,0,1000,70,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,42,33.42,202407,29,월세,0,15500,10,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,46,34.68,202407,6,월세,0,1000,75,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,5,34.68,202407,26,월세,0,1000,75,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,7,34.55,202407,31,월세,0,1000,75,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,7,34.68,202407,19,월세,0,1000,75,캠퍼스타운역,111.5,,,
28185,10600,1,149,0,인천광역시 연수구 송도동 149,오피스텔,롯데캐슬 캠퍼스타운,2016,8,26.32,202407,12,월세,0,500,49,캠퍼스타운역,111.5,,,
