NO,주소,위도,경도,층,보증금 시그모이드,보증금 z score,보증금,월세 시그모이드,월세 zscore,월세,관리비 시그모이드,관리비 zscore,관리비,종류,평수,방 수,욕실 수,향,"향(남향,동향등)(원본)",전입가능여부,전입가능 여부(원본),주차장,주차장(원본),즉시 입주 여부,즉시입주여부(원본),복층 여부,복층여부(원본),에어컨,에어컨(원본),냉장고,냉장고(원본),세탁기,세탁기(원본),인덕션,인덕션(원본),엘리베이터,엘리베이터(원본),신발장,신발장(원본),옷장,옷장(원본),베란다,베란다(원본),싱크대,싱크대(원본),url 주소,버스_시간(분),지하철_시간(분),총_시간(분)
1,인천시 연수구 동춘동 936-5,37.4078107,126.6720094,8,0.35712356,-0.587870717,2000000,0.21707,-1.28285,300000,0.18342,-1.49334,0,원룸,11,1,1,동,동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,1,O,1,o,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.66531858033557-37.40783600000023&zoom=14.51041536484102&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPpWxQQkzABowAHZBAWwGc5xk0tsBJGeAJgDYBGAKyCAzAE4xg7mAC%2BFJIQCuSAHYIARjjgAzBJnrYZAXSA,0,0,35 
2,인천시 연수구 동춘동 814-4,37.4131983,126.6560587,2,0.378489117,-0.495966104,3000000,0.29987,-0.8479,400000,0.2808,-0.9405,50000,원룸,25,1,1,남서,남서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,1,o,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.64287618021194-37.413260999999224&zoom=14.51041536484102&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMd53YDMrgJxzylavSOssCDyALpAA,0,0,27 
3,인천시 연수구 동춘동 804-1,37.4135973,126.656938,1,0.422588357,-0.312156877,5000000,0.5055,0.02201,600000,0.18342,-1.49334,0,단독/다가구,50,2,1,남서,남서,0,,1,o,0,협의 가능,0,X,1,o,1,o,1,o,1,o,0,x,0,x,0,x,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.64363972661761-37.413642999999894&zoom=14.49600644810136&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAVgDMABiceAHHPKVq9EassCDyALpAA,0,0,29 
4,인천시 연수구 선학동 391-1,37.42978,126.6964982,3,0.536775018,0.147366189,10000000,0.34742,-0.63042,450000,0.20056,-1.38277,10000,빌라,11,3,1,남서,남서,0,,1,o,0,협의 가능,0,X,1,o,1,o,1,o,1,o,0,x,1,o,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.6848519252901-37.4298330000005&zoom=14.690157139221347&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMdgCwAOOwHYArA7nlK1PRGrLAg8gC6QA,0,0,34 
5,인천시 연수구 선학동 377-5,37.4233437,126.6918359,2,0.422588357,-0.312156877,5000000,0.23221,-1.19586,320000,0.32753,-0.71936,70000,원룸,6,1,1,남 ,남 ,0,,1,o,1,즉시입주,0,X,1,o,0,x,1,o,1,o,0,x,0,x,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.6848519252901-37.4298330000005&zoom=14.690157139221347&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMdgCwAOOwHYArA7nlK1PRGrLAg8gC6QA,0,0,27 
6,인천시 연수구 선학동 373-11,37.4240947,126.6930642,1,0.336311448,-0.679775331,1000000,0.21707,-1.28285,300000,0.2808,-0.9405,50000,원룸,7,1,1,북,북,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68143292528907-37.424141000000716&zoom=14.690157139221347&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAVgAcdgCw2nAZjnlK1PRGrLAg8gC6QA,0,0,29 
7,인천시 연수구 선학동 362-4,37.4248424,126.696473,4,0.35712356,-0.587870717,2000000,0.47291,-0.10848,570000,0.35234,-0.60879,80000,원룸,14,2,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,1,o,1,o,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68483192529015-37.42488100000125&zoom=14.690157139221347&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMdgCwBWNw4Acc8pWr0jVlgQeQBdIA,0,0,33 
8,인천시 연수구 선학동 362-4,37.4248424,126.696473,2,0.422588357,-0.312156877,5000000,0.5809,0.32647,670000,0.35234,-0.60879,80000,단독/다가구,17,3,2,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,1,o,1,o,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68501761412631-37.424892279186&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMdgCwBWZw4AcNueUrV6I1ZYEHkAXSA,0,0,33 
9,인천시 연수구 선학동 372-4,37.4245535,126.6927799,1,0.326132967,-0.725727637,500000,0.18238,-1.50033,250000,0.30366,-0.82993,60000,원룸,8,1,1,북,북,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,1,o,1,o,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68139632674115-37.424589999999924&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAVgAcdgCwB2AJze55Smp6I1ZYEHkAXSA,0,0,29 
10,인천시 연수구 선학동 374-9,37.4238145,126.6927152,2,0.326132967,-0.725727637,500000,0.23221,-1.19586,320000,0.35234,-0.60879,80000,원룸,7,1,1,서,서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68131432673863-37.42384800000036&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAVgDMLgAwBOdw7nlK1PRGrLAg8gC6QA,0,0,28 
11,인천시 연수구 선학동 374,37.4242289,126.6926796,2,0.326132967,-0.725727637,500000,0.24006,-1.15236,330000,0.2808,-0.9405,50000,원룸,7,1,1,남동,남동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68127832674008-37.424251999999754&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAVgCcAFjd2AHE7nlK1PRGrLAg8gC6QA,0,0,29 
12,인천시 연수구 선학동 405-6,37.4256635,126.6969442,1,0.367741424,-0.541918411,2500000,0.20976,-1.32634,290000,0.2808,-0.9405,50000,원룸,6,1,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68556132673564-37.425714000000184&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMjhwHY7ABjtzylavSOssCDyALpAA,0,0,31 
13,인천시 연수구 선학동 364-5,37.4241476,126.6960804,B1,0.326132967,-0.725727637,500000,0.19571,-1.41333,270000,0.2808,-0.9405,50000,원룸,7,1,1,서,서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68468832673898-37.42419599999997&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZgCcLhx5tzylavSOssCDyALpAA,0,0,28 
14,인천시 연수구 선학동 393-3,37.4288507,126.6960048,3,0.35712356,-0.587870717,2000000,0.19571,-1.41333,270000,0.30366,-0.82993,60000,원룸,8,1,1,북동,북동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68463632674138-37.42888499999957&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAVgDsduwA4HHueUrV6I1ZYEHkAXSA,0,0,33 
15,인천시 연수구 선학동 96-29,37.435451,126.7014581,3,0.879261835,1.985458455,30000000,0.34742,-0.63042,450000,0.40428,-0.38765,100000,빌라,18,3,2,서,서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,1,o,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.69015532673893-37.435522000000674&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZgcBOVw4CsTueUrV6I1ZYEHkAXSA,0,0,35 
16,인천광역시 연수구 선학동 372-11,37.4244712,126.6923396,B1,0.336311448,-0.679775331,1000000,0.34742,-0.63042,450000,0.2808,-0.9405,50000,원룸,8,2,1,북,북,0,,0,x,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,1,o,1,o,1,o,1,o,https://www.peterpanz.com/house/19051463?utm_source=naver&utm_medium=link,0,0,29 
17,인천시 연수구 선학동 386-16,37.4308529,126.6967763,1,0.336311448,-0.679775331,1000000,0.21707,-1.28285,300000,0.2808,-0.9405,50000,원룸,8,1,1,남서,남서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68538032673905-37.43090999999919&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZgCcADgAsbhw7nlK1PRGrLAg8gC6QA,0,0,35 
18,인천시 연수구 선학동 377-1,37.4235062,126.6919595,3,0.378489117,-0.495966104,3000000,0.41923,-0.32595,520000,0.35234,-0.60879,80000,단독/다가구,15,3,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,0,x,0,x,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.6805673267404-37.423546000000854&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAFgAcLgKzuHNueUrV6I1ZYEHkAXSA,0,0,27 
19,인천시 연수구 선학동 368-7,37.4234773,126.6946936,3,0.35712356,-0.587870717,2000000,0.20976,-1.32634,290000,0.2808,-0.9405,50000,원룸,6,1,1,남동,남동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.6832963267359-37.423485000000696&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAFgAcNhwGYArDbnlK1PRGrLAg8gC6QA,0,0,29 
20,인천시 연수구 선학동 399-6,37.4282872,126.697634,3,0.326132967,-0.725727637,500000,0.23221,-1.19586,320000,0.35234,-0.60879,80000,원룸,7,1,1,서,서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,1,o,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68622532674203-37.42832899999951&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAFgDsNgMxOAHF7nlK1PRGrLAg8gC6QA,0,0,31 
21,인천시 연수구 선학동 375-8,37.4236694,126.6923542,2,0.326132967,-0.725727637,500000,0.18238,-1.50033,250000,0.32753,-0.71936,70000,원룸,8,1,1,서,서,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,0,x,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68094932674353-37.42371599999839&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAFgDsNgMwAOJ07nlK1PRGrLAg8gC6QA,0,0,28 
22,인천시 연수구 선학동 367-8,37.4235714,126.6962748,2,0.35712356,-0.587870717,2000000,0.16976,-1.58732,230000,0.32753,-0.71936,70000,원룸,7,1,1,북동,북동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68488632673757-37.42357899999935&zoom=14.718974972700677&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMNgCwBmRwE5Xc8pWr0jVlgQeQBdIA,0,0,28 
23,인천시 연수구 선학동 363,37.4246262,126.6964852,2,0.336311448,-0.679775331,1000000,0.21707,-1.28285,300000,0.2808,-0.9405,50000,원룸,7,1,1,동,동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68472535489332-37.424644000000924&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZgCsABjsAWABx255Smp6I1ZYEHkAXSA,0,0,33 
24,인천시 연수구 선학동 355-8,37.4237567,126.7017646,3,0.378489117,-0.495966104,3000000,0.28193,-0.93489,380000,0.32753,-0.71936,70000,원룸,8,1,1,동,동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,1,o,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.69003635489412-37.4237820000001&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMDgJwBWABwAGAMzO55Smp6I1ZYEHkAXSA,0,0,35 
25,인천시 연수구 선학동 364-10,37.4238769,126.6959347,1,0.326132967,-0.725727637,500000,0.23221,-1.19586,320000,0.30366,-0.82993,60000,원룸,7,1,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,1,o,1,o,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68418435489332-37.42392499999971&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMDgOwBOAMwBWAAzO55Smp6I1ZYEHkAXSA,0,0,28 
26,인천시 연수구 선학동 392-6,37.4291864,126.6969299,4,0.35712356,-0.587870717,2000000,0.23221,-1.19586,320000,0.2808,-0.9405,50000,원룸,7,1,1,동,동,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,0,x,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68519735489349-37.429227000001006&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMDgMwB2ZzadzylavSOssCDyALpAA,0,0,33 
27,인천시 연수구 선학동 368-7,37.4234773,126.6946936,3,0.35712356,-0.587870717,2000000,0.20265,-1.36984,280000,0.2808,-0.9405,50000,원룸,9,1,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68294935489484-37.42348499999993&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAFgcBWO3acBmOeUrV6I1ZYEHkAXSA,0,0,29 
28,인천시 연수구 선학동 368-5,37.4234674,126.6943547,3,0.326132967,-0.725727637,500000,0.28193,-0.93489,380000,0.2808,-0.9405,50000,원룸,6,1,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68262035489295-37.423466999999135&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZgAcATg8B2J3PKVq9EassCDyALpAA,0,0,29 
29,인천시 연수구 선학동 374-3,37.42395,126.6928502,1,0.336311448,-0.679775331,1000000,0.23221,-1.19586,320000,0.2808,-0.9405,50000,원룸,8,1,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,1,o,1,o,1,o,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68110635489336-37.42399099999953&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMDgCwAOAKw2brueUrV6I1ZYEHkAXSA,0,0,29 
30,인천시 연수구 선학동 31-3,37.4361875,126.6970146,2,0.378489117,-0.495966104,3000000,0.21707,-1.28285,300000,0.32753,-0.71936,70000,원룸,5,1,1,남서,남서,0,,1,o,0,협의 가능,0,X,1,o,1,o,1,o,1,o,1,o,1,o,1,o,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.6852823548943-37.43623899999993&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZgAcATiee3c8pWr0jVlgQeQBdIA,0,0,32 
31,인천광역시 연수구 선학동 372-9,37.424409,126.6926562,B1,0.328155976,-0.716537176,600000,0.34742,-0.63042,450000,0.2808,-0.9405,50000,원룸,8,2,1,동,동,0,,0,x,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,1,o,1,o,1,o,1,o,https://www.peterpanz.com/house/19011365?utm_source=naver&utm_medium=link,0,0,29 
32,인천시 연수구 선학동 366-3,37.4238214,126.6953587,B1,0.326132967,-0.725727637,500000,0.21707,-1.28285,300000,0.23837,-1.16163,30000,원룸,9,1,1,남,남,0,,1,o,1,즉시입주,0,X,1,o,1,o,1,o,1,o,0,x,0,x,1,o,0,x,1,o,https://fin.land.naver.com/map?realEstateTypes=A05-A06-A07-C02-C01-A02-C03&dealPrice=0-100000000&tradeTypes=B2&warrantyPrice=0-100000000&rentPrice=0-1000000&showOnlySelectedRegion=true&center=126.68362335489451-37.42386499999962&zoom=14.67579330637298&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1mlw0PsjRY8UbCgQRMZMF0Ys2iVBhwBJGPABMANgCMAZhsAOAAwBWD3PKVq9EassCDyALpAA,0,0,28 
